File Name;Size;Permission;Type;UID;Owner;Group;Last Access;Last Modif;Last Status
z://Arquivos de programas/OpenSTA/Engines/Temp/ICLog_10_10_201_1.txt;194;;{A8C6010A-A34C-193E-9F2D-9B72-9B729F2D};-1;-1; 18:12:37 09/11/2009; 14:32:03 08/11/2009; 19:17:26 09/09/2009
z://Arquivos de programas/OpenSTA/Engines/Temp/ISLog_10_10_201_1.txt;510;;{91BDA4C8-5E16-7C00-3F8B-E4E2-E4E23F8B};-1;-1; 18:12:37 09/11/2009; 14:32:03 08/11/2009; 19:17:26 09/09/2009
z://Arquivos de programas/OpenSTA/Engines/Temp/SBSCLog_10_10_201_1.txt;166;;{FCE22083-E07E-7FF0-DFB4-9344-9344DFB4};-1;-1; 18:12:37 09/11/2009; 14:32:03 08/11/2009; 19:17:26 09/09/2009
z://Arquivos de programas/OpenSTA/Engines/Web/Modeller/CaptureBHO.dll;32768;;{86165C2D-E795-052B-11C0-6A0B-6A0B11C0};-1;-1; 17:30:47 09/11/2009; 02:51:12 01/08/2007; 02:51:12 01/08/2007
z://Arquivos de programas/OpenSTA/Engines/Web/Modeller/gwconscmd.dll;94208;;{F9E1A105-9F3C-E6A4-D4A0-9B43-9B43D4A0};-1;-1; 18:12:37 09/11/2009; 01:58:32 30/07/2007; 01:58:32 30/07/2007
z://Arquivos de programas/OpenSTA/Engines/Web/Modeller/gwhttp.dll;229376;;{176AB37A-9E21-4D19-2E5E-A682-A6822E5E};-1;-1; 18:12:37 09/11/2009; 01:59:10 30/07/2007; 01:59:10 30/07/2007
z://Arquivos de programas/OpenSTA/Engines/Web/Modeller/HttpCaptureCmd.dll;90112;;{5EA99D39-5040-6F84-2BE5-3F01-3F012BE5};-1;-1; 18:12:37 09/11/2009; 01:39:10 30/07/2007; 01:39:10 30/07/2007
z://Arquivos de programas/OpenSTA/Engines/Web/Modeller/stlport_vc6.dll;720896;;{58D77D9B-0938-DCF5-0DEB-7C49-7C490DEB};-1;-1; 17:30:47 09/11/2009; 00:24:56 13/05/2007; 00:24:56 13/05/2007
z://Arquivos de programas/OpenSTA/Engines/Web/Modeller/TEHttpLib.dll;1089536;;{99A155EE-96EB-B53F-C7A6-0C5C-0C5CC7A6};-1;-1; 18:12:37 09/11/2009; 02:58:24 01/08/2007; 02:58:24 01/08/2007
z://Arquivos de programas/OpenSTA/Engines/Web/Modeller/Tof2Scl.dll;49152;;{F169ECD4-72C6-18ED-2DDE-2A1B-2A1B2DDE};-1;-1; 18:12:37 09/11/2009; 01:39:42 30/07/2007; 01:39:42 30/07/2007
z://Arquivos de programas/OpenSTA/NEWS.txt;14321;;{FBD65084-C6B9-F758-FD9A-64F1-64F1FD9A};-1;-1; 18:12:37 09/11/2009; 03:12:16 19/09/2007; 03:12:16 19/09/2007
z://Arquivos de programas/OpenSTA/Plugins/ConfigurationTabDLL.dll;237568;;{67E83074-1362-AA23-DBCA-3550-3550DBCA};-1;-1; 18:12:38 09/11/2009; 02:53:44 01/08/2007; 02:53:44 01/08/2007
z://Arquivos de programas/OpenSTA/Plugins/HTTPMonDLL.dll;77824;;{82012458-994C-3B08-1E24-6EBF-6EBF1E24};-1;-1; 18:12:38 09/11/2009; 02:55:50 01/08/2007; 02:55:50 01/08/2007
z://Arquivos de programas/OpenSTA/Plugins/HTTPResultsDLL.dll;114688;;{5871FCD1-7966-A4D9-DB22-5965-5965DB22};-1;-1; 18:12:38 09/11/2009; 01:38:40 30/07/2007; 01:38:40 30/07/2007
z://Arquivos de programas/OpenSTA/Plugins/MonitoringTabDLL.dll;315392;;{7B64D0DB-EEAD-A0E5-28ED-289D-289D28ED};-1;-1; 18:12:38 09/11/2009; 02:56:14 01/08/2007; 02:56:14 01/08/2007
z://Arquivos de programas/OpenSTA/Plugins/NTPerfMonDLL.dll;32768;;{F40F5842-9877-D948-3722-7BC0-7BC03722};-1;-1; 18:12:38 09/11/2009; 01:43:24 30/07/2007; 01:43:24 30/07/2007
z://Arquivos de programas/OpenSTA/Plugins/NTPerfResultsDLL.dll;77824;;{6243839E-A2BB-73BA-8AF9-91B0-91B08AF9};-1;-1; 18:12:38 09/11/2009; 01:44:30 30/07/2007; 01:44:30 30/07/2007
z://Arquivos de programas/OpenSTA/Plugins/ResultsTabDLL.dll;86016;;{9EC9D348-9228-E848-0150-531B-531B0150};-1;-1; 18:12:38 09/11/2009; 01:45:44 30/07/2007; 01:45:44 30/07/2007
z://Arquivos de programas/OpenSTA/Plugins/SNMPMonDLL.dll;32768;;{6DE866B7-A682-40AF-2D70-BED2-BED22D70};-1;-1; 18:12:38 09/11/2009; 01:46:14 30/07/2007; 01:46:14 30/07/2007
z://Arquivos de programas/OpenSTA/Plugins/SNMPResultsDLL.dll;77824;;{DC2ADFC0-FEE5-CDD3-A316-FDCC-FDCCA316};-1;-1; 18:12:38 09/11/2009; 01:47:14 30/07/2007; 01:47:14 30/07/2007
z://Arquivos de programas/OpenSTA/README.txt;1308;;{A55051E9-6898-DBC2-5EA1-962C-962C5EA1};-1;-1; 18:12:38 09/11/2009; 15:24:42 12/04/2005; 15:24:42 12/04/2005
z://Arquivos de programas/OpenSTA/Repository/Tests/NET/09-10-2009 18-18-47.001/Summary.txt;4;;{884C78FE-4128-C27C-F465-2A07-2A07F465};-1;-1; 18:12:38 09/11/2009; 19:18:49 09/09/2009; 19:18:49 09/09/2009
z://Arquivos de programas/OpenSTA/Repository/Tests/NET/09-10-2009 18-18-47.001/TestLog.txt;50;;{A5C20C1B-6DFD-6881-2173-39E4-39E42173};-1;-1; 18:12:38 09/11/2009; 19:18:47 09/09/2009; 19:18:47 09/09/2009
z://Arquivos de programas/OpenSTA/Repository/Tests/NET/09-10-2009 18-18-47.001/VUsersLog.txt;17;;{FE8EF736-5CB6-95D7-5757-9204-92045757};-1;-1; 18:12:38 09/11/2009; 19:18:47 09/09/2009; 19:18:47 09/09/2009
z://Arquivos de programas/OpenSTA/Repository/Tests/NET/09-10-2009 18-19-01.001/Summary.txt;4;;{884C78FE-4128-C27C-F465-2A07-2A07F465};-1;-1; 18:12:38 09/11/2009; 19:19:04 09/09/2009; 19:19:04 09/09/2009
z://Arquivos de programas/OpenSTA/Repository/Tests/NET/09-10-2009 18-19-01.001/TestLog.txt;50;;{4A9460F9-011F-87D7-A284-E1AF-E1AFA284};-1;-1; 18:12:38 09/11/2009; 19:19:02 09/09/2009; 19:19:02 09/09/2009
z://Arquivos de programas/OpenSTA/Repository/Tests/NET/09-10-2009 18-19-01.001/VUsersLog.txt;17;;{5B749DE9-3669-302D-BD2E-66E4-66E4BD2E};-1;-1; 18:12:38 09/11/2009; 19:19:02 09/09/2009; 19:19:02 09/09/2009
z://Arquivos de programas/OpenSTA/Server/CyrVDK002.dll;208896;;{311D6DDC-811D-187F-3BB4-AE4A-AE4A3BB4};-1;-1; 18:12:38 09/11/2009; 02:54:38 01/08/2007; 02:54:38 01/08/2007
z://Arquivos de programas/OpenSTA/Server/CyrVDK003.dll;49152;;{3DAE15F3-97B0-9B58-60C8-1D61-1D6160C8};-1;-1; 18:12:38 09/11/2009; 01:34:44 30/07/2007; 01:34:44 30/07/2007
z://Arquivos de programas/OpenSTA/Server/CyrVDK004.dll;53248;;{C1DF80EF-0B10-8481-BB47-2CB8-2CB8BB47};-1;-1; 18:12:38 09/11/2009; 02:54:48 01/08/2007; 02:54:48 01/08/2007
z://Arquivos de programas/OpenSTA/Server/CyrVDK010.dll;212992;;{291B9CC4-6BE5-A6E3-F31D-4873-4873F31D};-1;-1; 18:12:38 09/11/2009; 02:55:08 01/08/2007; 02:55:08 01/08/2007
z://Arquivos de programas/OpenSTA/Server/CyrVDK011.dll;155648;;{6D89556E-D025-F944-A8F0-3684-3684A8F0};-1;-1; 18:12:38 09/11/2009; 02:55:10 01/08/2007; 02:55:10 01/08/2007
z://Arquivos de programas/OpenSTA/Server/CyrVDK012.dll;172032;;{E8817C37-38AA-6469-3C8F-A826-A8263C8F};-1;-1; 18:12:38 09/11/2009; 02:55:22 01/08/2007; 02:55:22 01/08/2007
z://Arquivos de programas/OpenSTA/Server/Logs/CYRVDK012_Log.txt;60;;{46B0525A-6DDE-2FE2-1FBC-0A23-0A231FBC};-1;-1; 18:12:38 09/11/2009; 14:32:03 08/11/2009; 19:17:26 09/09/2009
z://Arquivos de programas/OpenSTA/Server/Logs/DirCreator-SafeToDelete.txt;0;;{000FC4CF-11FA-99E1-0036-0000-00000036};-1;-1; 19:15:56 09/09/2009; 03:11:34 01/02/2003; 03:11:34 01/02/2003
z://Arquivos de programas/OpenSTA/Server/xmlpost.dll;49152;;{25EC4944-2376-471C-81A5-8A30-8A3081A5};-1;-1; 18:12:38 09/11/2009; 01:59:30 30/07/2007; 01:59:30 30/07/2007
z://Arquivos de programas/OpenSTA/Server/XMLVDK001.dll;131072;;{15DA04E9-7418-4B47-022C-D3BC-D3BC022C};-1;-1; 18:12:38 09/11/2009; 02:58:30 01/08/2007; 02:58:30 01/08/2007
z://Arquivos de programas/OpenSTA/Server/XMLVDK004.dll;110592;;{093989AF-34A3-DB24-A813-A543-A543A813};-1;-1; 18:12:38 09/11/2009; 02:58:30 01/08/2007; 02:58:30 01/08/2007
